0,4024,2794,5290
13,3922,2870,5324
26,3537,2873,5343
39,3617,2652,5185
52,3912,2942,7455
65,4045,3072,5198
78,4164,3169,5728
91,3987,2872,5322
104,3733,2724,4848
117,3655,2786,5259
130,3847,2988,4991
143,4011,3152,7083
156,3680,2918,4678
169,3663,2828,5444
182,3842,2761,5576
195,3976,2880,5282
208,3619,2815,4734
221,3737,2868,7141
234,3549,2711,4745
247,3609,2845,4755
260,3661,2840,4985
273,3905,2855,4902
286,4103,2981,5101
299,3769,2827,7292
312,3656,2821,4795
325,3825,2796,4891
338,4194,2931,5597
351,3882,2798,5130
364,3587,2763,4644
377,3943,2868,7465
390,4063,2828,4894
403,3756,2794,4705
416,3768,2770,4751
429,3623,2800,4683
442,3710,2835,4700
455,4560,3080,7188
468,3939,2924,4924
481,3853,2877,5120
494,4025,3016,5374
507,3676,2751,5027
520,4069,3035,5256
533,3944,2952,7358
546,3924,3029,5024
559,3703,2944,4978
572,3608,2953,4649
585,3966,2952,5279
598,3874,2847,4964
611,4037,3023,5358
624,3667,3014,5105
637,3767,2848,4874
650,3605,2706,4739
663,3543,2890,5290
676,4054,3036,5171
689,3664,2847,5104
702,3674,2941,7138
715,4022,3112,5420
728,3689,2895,5263
741,3847,2934,5005
754,3901,2940,5025
767,3875,3099,5235
780,3846,2869,7362
793,3664,2888,4988
806,3725,2782,5058
819,3765,2764,4837
832,3559,2737,4776
845,3993,2951,4687
858,3864,2819,6471
871,4029,2960,5239
884,3614,2761,5083
897,3547,2789,4798
910,3701,2778,4979
923,3605,2712,4716
936,3924,3051,7182
949,3703,2757,4684
962,3876,2915,5318
975,3806,2735,5157
988,3940,2834,4975
1001,3613,2829,5052
1014,3812,2788,6526
1027,3729,2737,4632
1040,3620,2678,5539
1053,3695,2746,5422
1066,3587,2707,5196
1079,3582,2691,4723
1092,3668,2757,7237
1105,3828,2749,4713
1118,3894,2793,4693
1131,4223,2783,4659
1144,4051,2777,5065
1157,3605,2783,4994
1170,3749,2717,5221
1183,4141,2719,7225
1196,3903,2732,5286
1209,3495,2696,4866
1222,3747,2719,4920
1235,3580,2645,4614
1248,3563,2701,4639
1261,3670,2711,6471
1274,3608,2702,4692
1287,3864,2723,4766
